Job Title,Company Name,Exp,Number of opening,Location,Link,Job Category
SynOption - Python Developer - REST API/ELK Stack,synoption pte ltd,4,1,Chennai,https://www.shine.com/jobs/synoption-python-developer-rest-apielk-stack-permanent/synoption-pte-ltd/12352927,Python Developer
FB&R Ledger Analyst (Ledger Standards Operationalizatio ...,Citibank India.,5,1,Mumbai City,https://www.shine.com/jobs/fbr-ledger-analyst-ledger-standards-operationalization-vp-permanent/citibank-india/12473668,Data Analyst
"Lead developer - Python, SQL, Azure",Mercede,2,1,Bangalore,https://www.shine.com/jobs/lead-developer-python-sql-azure-permanent/mercede/12471157,Python Developer
"Principal Engineer, Confluence Data Center",Atlassian,1,1,Bangalore,https://www.shine.com/jobs/principal-engineer-confluence-data-center-permanent/atlassian/12465937,Data Engineer
Python Internship at Pune,MAXGEN TECHNOLOGIES PRIVATE LIMITED,0,13,Not Defined,https://www.shine.com/jobs/python-internship-at-pune-internship/maxgen-technologies-private-limited/12481225,Python Developer
 for Research Analyst-Reputed Market Research Industry,Seven Consultancy,3,1,Hyderabad,https://www.shine.com/jobs/jobs-for-research-analyst-reputed-market-research-industry-permanent/seven-consultancy/12497694,Data Analyst
Data Science Engineer,Alliance Recruitment Agency,5,1,Kolkata,https://www.shine.com/jobs/data-science-engineer-permanent/alliance-recruitment-agency/12453812,Data Engineer
Full Stack Developer (LAMP Stack),Sopra Group,3,1,Bangalore,https://www.shine.com/jobs/full-stack-developer-lamp-stack-permanent/sopra-group/12499367,Other
Require Oracle PL / SQL Developer with Data Modeling,Squircle IT Consulting Services Pvt...,5,1,Hyderabad,https://www.shine.com/jobs/require-oracle-pl-sql-developer-with-data-modeling-permanent/squircle-it-consulting-services-pvt-ltd/12488306,Other
Apply for Python Analytics Developer,Sciative Solutions,1,1,Navi Mumbai+1Mumbai City,https://www.shine.com/jobs/apply-for-python-analytics-developer-permanent/sciative-solutions/12435147,Data Analyst
Consultant - Business Analyst - Counterparty Credit Ris ...,Phenom Placements,3,1,"Bangalore+2Gurugram, Mumbai City",https://www.shine.com/jobs/consultant-business-analyst-counterparty-credit-risk-domain-big4-consulting-firm-permanent/phenom-placements/12512543,Business Analyst
Python Internship at Ahmedabad,MAXGEN TECHNOLOGIES PRIVATE LIMITED,0,9,"Junagarh+9Patan, Gandhinagar, Rajkot, Anand, Bhavnagar, Surat, Ahmedabad, Mehsana, Surendranagar",https://www.shine.com/jobs/python-internship-at-ahmedabad-internship/maxgen-technologies-private-limited/12479600,Python Developer
Python Application Developer,Accenture,4,1,Pune,https://www.shine.com/jobs/python-application-developer-permanent/accenture/12446095,Python Developer
Deputy Manager,Risk Management Solutions Inc.,8,1,Noida,https://www.shine.com/jobs/deputy-manager-permanent/risk-management-solutions-inc/12479694,Other
Informatica Data Quality Developer,"Globalsoft, Inc.",3,1,Delhi,https://www.shine.com/jobs/informatica-data-quality-developer-permanent/globalsoft-inc/12480871,Other
Test Analysts ,Barclays Shared Services Pvt. Ltd,6,1,Pune,https://www.shine.com/jobs/test-analysts-jobs-permanent/barclays-shared-services-pvt-ltd/12507730,Data Analyst
Senior Software Engineer (Big Data ) Spark -Chennai,Creative Engineering Consultants Pv...,2,1,Bangalore+1Chennai,https://www.shine.com/jobs/senior-software-engineer-big-data-spark-chennai-permanent/creative-engineering-consultants-pvt-ltd/12423109,Data Engineer
Hire for  Salesforce - Data Engineer,Nokia Solutions and Networks India ...,2,1,Noida,https://www.shine.com/jobs/hire-for-salesforce-data-engineer-permanent/nokia-solutions-and-networks-india-pvt-ltd/12379911,Data Engineer
Lead Data Analyst,Target Corporation India Pvt Ltd,4,1,Delhi,https://www.shine.com/jobs/lead-data-analyst-permanent/target-corporation-india-pvt-ltd/12393420,Data Analyst
"Urgent vacancy for Backend office, Data Entry operator  ...",Spark Recruit Services,0,77,Not Defined,https://www.shine.com/jobs/urgent-vacancy-for-backend-office-data-entry-operator-work-work-from-home/spark-recruit-services/12513907,Other
Developer - C10,Citibank India.,2,1,Chennai,https://www.shine.com/jobs/developer-c-permanent/citibank-india/12517814,Other
Apps Development Java Developer,Citibank India.,3,1,Pune,https://www.shine.com/jobs/apps-development-java-developer-permanent/citibank-india/12517807,Other
Software Engineer II - Big Data,JPMorgan,6,1,Mumbai City,https://www.shine.com/jobs/software-engineer-ii-big-data-permanent/jpmorgan/12467011,Data Engineer
"Vacant for  Sr Associate, SW Support",Northern Trust,3,1,Pune,https://www.shine.com/jobs/vacant-for-sr-associate-sw-support-permanent/northern-trust/12501493,Other
MIS Executive,HAPPY SQUARE OUTSOURCING SERVICES P...,1,1,Bangalore,https://www.shine.com/jobs/mis-executive-permanent/happy-square-outsourcing-services-private-limited/12493920,Other
Data Engineer - I,Eaton Technologies Pvt Ltd,0,1,Pune,https://www.shine.com/jobs/data-engineer-i-permanent/eaton-technologies-pvt-ltd/12354451,Data Engineer
ML/AI - Engineer,Schneider Electric,2,1,Mumbai City,https://www.shine.com/jobs/mlai-engineer-permanent/schneider-electric/12514018,Data Engineer
Horizon VDI,Arminus,2,1,Bangalore,https://www.shine.com/jobs/horizon-vdi-permanent/arminus/12516969,Other
Market Risk Live Trading Role,Edge In Asia Recruitment Private Li...,8,1,Pune,https://www.shine.com/jobs/market-risk-live-trading-role-permanent/edge-in-asia-recruitment-private-limited/12515598,Other
Gis Analyst,DC Consultants,2,1,Gurugram,https://www.shine.com/jobs/gis-analyst-permanent/dc-consultants/12487063,Data Analyst
Require Analytics Senior Analyst - Data Management,Accenture,5,1,Mumbai City,https://www.shine.com/jobs/require-analytics-senior-analyst-data-management-permanent/accenture/12445252,Data Analyst
Devops Engineer,VEGA Intellisoft Private Limited,5,1,Other Tamil Nadu+1Gurugram,https://www.shine.com/jobs/devops-engineer-permanent/vega-intellisoft-private-limited/12516551,Data Engineer
Senior Manager-Data Engineering,Verizon Data Services India Pvt.Ltd,7,1,Delhi,https://www.shine.com/jobs/senior-manager-data-engineering-permanent/verizon-data-services-india-pvtltd/12441816,Data Engineer
Sr Lead Engineer - Chassis and Systems,Mahindra business & consulting serv...,1,1,Chennai,https://www.shine.com/jobs/sr-lead-engineer-chassis-and-systems-permanent/mahindra-business-consulting-services-pvt-ltd/12515013,Data Engineer
we need Analytics Analyst - Data Visualization,Accenture,3,1,Bangalore,https://www.shine.com/jobs/we-need-analytics-analyst-data-visualization-permanent/accenture/12445140,Data Analyst
Frontend Engineer II,Amazon,1,1,Hyderabad,https://www.shine.com/jobs/frontend-engineer-ii-permanent/amazon/12514516,Data Engineer
Posting apply for  Trade Automation Engineer,Citibank India.,7,1,Chennai,https://www.shine.com/jobs/posting-apply-for-trade-automation-engineer-permanent/citibank-india/12466177,Data Engineer
Lead Engineer-CAE,Mahindra business & consulting serv...,8,1,Chennai,https://www.shine.com/jobs/lead-engineer-cae-permanent/mahindra-business-consulting-services-pvt-ltd/12515124,Data Engineer
Immediate Opening for Java Software Engineer II,JPMorgan,5,1,Hyderabad,https://www.shine.com/jobs/immediate-opening-for-java-software-engineer-ii-permanent/jpmorgan/12514928,Data Engineer
Senior Manager-Data Engineering,Verizon Data Services India Pvt.Ltd,1,1,Chennai,https://www.shine.com/jobs/senior-manager-data-engineering-permanent/verizon-data-services-india-pvtltd/12444424,Data Engineer
Machine Learning Scientist,AXA XL,3,1,Bangalore,https://www.shine.com/jobs/machine-learning-scientist-permanent/axa-xl/12498024,Data Scientist
Immediate Requirement for Software Engineer III- Cloud,JPMorgan,3,1,Bangalore,https://www.shine.com/jobs/immediate-requirement-for-software-engineer-iii-cloud-permanent/jpmorgan/12515049,Data Engineer
Urgent Applicants for Chief Data Office Data Management ...,JPMorgan,3,1,Mumbai City,https://www.shine.com/jobs/urgent-applicants-for-chief-data-office-data-management-analyst-permanent/jpmorgan/12447345,Other
Test Data Management (Delphix),MAZENET SOLUTION PRIVATE LIMITED,1,30,All India,https://www.shine.com/jobs/test-data-management-delphix-work-from-home/mazenet-solution-private-limited/12506463,Other
Test Data Management (Delphix),MAZENET SOLUTION PRIVATE LIMITED,4,30,All India,https://www.shine.com/jobs/test-data-management-delphix-work-from-home/mazenet-solution-private-limited/12506454,Other
Python Developer,Orcapod Consulting Services Pvt. Lt...,2,1,Kolkata,https://www.shine.com/jobs/python-developer-permanent/orcapod-consulting-services-pvt-ltd/12441579,Python Developer
Software Engineer II - Data Engineering,JPMorgan,2,1,Mumbai City,https://www.shine.com/jobs/software-engineer-ii-data-engineering-permanent/jpmorgan/12430180,Data Engineer
Software Engineer II Java,JPMorgan,3,1,Bangalore,https://www.shine.com/jobs/software-engineer-ii-java-permanent/jpmorgan/12514461,Data Engineer
"Analyst, CCIB Model Data Strategy Team",Standard Chartered Bank Ltd,4,1,Mumbai City,https://www.shine.com/jobs/analyst-ccib-model-data-strategy-team-permanent/standard-chartered-bank-ltd/12470443,Data Analyst
Immediate hiring for Vice President - Digital Product M ...,JPMorgan,1,1,Bangalore,https://www.shine.com/jobs/immediate-hiring-for-vice-president-digital-product-manager-data-engineering-permanent/jpmorgan/12512533,Other
Data Engineer,Proarch It Solutions Private Limite...,1,1,Pune,https://www.shine.com/jobs/data-engineer-permanent/proarch-it-solutions-private-limited/12376362,Data Engineer
CCB Data and Analytics_Quant_Analyst,JPMorgan,3,1,Hyderabad,https://www.shine.com/jobs/ccb-data-and-analytics-quant-analyst-permanent/jpmorgan/12463716,Data Analyst
Associate Scientist - Data Engineering,AXA XL,8,1,Gurugram,https://www.shine.com/jobs/associate-scientist-data-engineering-permanent/axa-xl/12446001,Data Scientist
Senior Data Scientist,True Caller,5,1,Bangalore,https://www.shine.com/jobs/senior-data-scientist-permanent/true-caller/12367974,Data Scientist
Manager - Data Engineering & Metrics Governance,Gartner,9,1,Gurugram,https://www.shine.com/jobs/manager-data-engineering-metrics-governance-permanent/gartner/12435458,Data Engineer
Lead Data Visualization Engineer - Insurance,Serving Skill,1,1,Mumbai City,https://www.shine.com/jobs/lead-data-visualization-engineer-insurance-permanent/serving-skill/12450090,Data Engineer
"Dy. Manager- Assembly, TMPU",Mahindra business & consulting serv...,3,1,Mumbai City,https://www.shine.com/jobs/dy-manager-assembly-tmpu-permanent/mahindra-business-consulting-services-pvt-ltd/12517516,Other
Government Relations Officer,RDP Workstations Pvt. Ltd.,5,1,Delhi,https://www.shine.com/jobs/government-relations-officer-permanent/rdp-workstations-pvt-ltd/12479930,Other
Recruiting for Software Test Analyst Senior,Fidelity National Information Servi...,6,1,Pune,https://www.shine.com/jobs/recruiting-for-software-test-analyst-senior-permanent/fidelity-national-information-services-inc/12496668,Data Analyst
Metadata Analyst,WINX Consulting Services,1,1,All India,https://www.shine.com/jobs/metadata-analyst-work-from-home/winx-consulting-services/12287332,Data Analyst
Architectural Designer,WIDER WORLD IMMIGRATION PRIVATE LIM...,4,1,Australia+1Canada,https://www.shine.com/jobs/architectural-designer-permanent/wider-world-immigration-private-limited/12479838,Other
hiring for Python/c++/c/linux-C2H,Orcapod Consulting Services Pvt. Lt...,3,1,"Bangalore+2Pune, Mumbai City",https://www.shine.com/jobs/hiring-for-pythoncclinux-c2h-permanent/orcapod-consulting-services-pvt-ltd/12456817,Python Developer
Candidates for Client Data Manager II,JPMorgan,9,1,Bangalore,https://www.shine.com/jobs/candidates-for-client-data-manager-ii-permanent/jpmorgan/12463129,Other
"Requirement for  Advisor, Cybersecurity Consulting",Dell,3,1,Bangalore,https://www.shine.com/jobs/requirement-for-advisor-cybersecurity-consulting-permanent/dell/12474215,Other
Business Analyst - Team Leader,JPMorgan,2,1,Mumbai City,https://www.shine.com/jobs/business-analyst-team-leader-permanent/jpmorgan/12462016,Business Analyst
Associate - Data & Analytics Visualization Specialist ( ...,Morgan Stanley Advantage Services P...,4,1,Mumbai City,https://www.shine.com/jobs/associate-data-analytics-visualization-specialist-legal-and-compliance-permanent/morgan-stanley-advantage-services-pvt-ltd/12465722,Data Analyst
Senior Engineer,DC Consultants,1,1,Bangalore,https://www.shine.com/jobs/senior-engineer-permanent/dc-consultants/12390918,Data Engineer
Data Center Engineer sgy ext9&sr,Sun Trading LLC,2,1,"Bangalore+3Chennai, Hyderabad, Kolkata",https://www.shine.com/jobs/data-center-engineer-sgy_ext9sr-permanent/sun-trading-llc/11952363,Data Engineer
KYC - Client Data Manager III,JPMorgan,1,1,Bangalore,https://www.shine.com/jobs/kyc-client-data-manager-iii-permanent/jpmorgan/12461899,Other
HIRING FOR CONTROL TOWER,Acme Services Private Limited,3,1,Mumbai City,https://www.shine.com/jobs/hiring-for-control-tower-permanent/acme-services-private-limited/12053241,Other
"Catalog Lead - Wireless, Wireless",Amazon,2,1,Bangalore,https://www.shine.com/jobs/catalog-lead-wireless-wireless-permanent/amazon/12472455,Other
Web development Internship in Pune,MAXGEN TECHNOLOGIES PRIVATE LIMITED,0,9,Not Defined,https://www.shine.com/jobs/web-development-internship-in-pune-internship/maxgen-technologies-private-limited/12505123,Other
We'll hired for  Market Research Executive - India,MoEngage Inc.,2,1,Bangalore,https://www.shine.com/jobs/well-hired-for-market-research-executive-india-permanent/moengage-inc/12476437,Other
MS SQL Developer,PES HR Services,3,1,Chennai,https://www.shine.com/jobs/ms-sql-developer-work-from-home/pes-hr-services/12221771,Other
"Lead Software Engineer - Python, AWS",JPMorgan,5,1,Bangalore,https://www.shine.com/jobs/lead-software-engineer-python-aws-permanent/jpmorgan/12421280,Data Engineer
Sr Python Pyspark Dev,Iris Software Pvt Ltd,6,1,Noida,https://www.shine.com/jobs/sr-python-pyspark-dev-permanent/iris-software-pvt-ltd/12465309,Python Developer
Immediate Opening for Senior Principal Project Design l ...,Schneider Electric,1,1,Bangalore,https://www.shine.com/jobs/immediate-opening-for-senior-principal-project-design-leader-permanent/schneider-electric/12514900,Other
 For Senior Business Analyst -Reputed IT Industry,Seven Consultancy,4,1,Delhi,https://www.shine.com/jobs/jobs-for-senior-business-analyst-reputed-it-industry-permanent/seven-consultancy/12498120,Business Analyst
Technical Manager,Kaveri Devidas Bovi Hiring For Paci...,5,7,"Bangalore+9Gaya, Tarapur, Arwal, Hyderabad, Araria, Tirumala, Golaghat, Kaimur, Prakasam",https://www.shine.com/jobs/technical-manager-permanent/kaveri-devidas-bovi/12499201,Other
Data Engineer (Third Party & Integration),KNOREX,2,1,Pune,https://www.shine.com/jobs/data-engineer-third-party-integration-permanent/knorex/12353398,Data Engineer
Quant Developer - Python/Java,Edge In Asia Recruitment Private Li...,1,1,Mumbai City,https://www.shine.com/jobs/quant-developer-pythonjava-permanent/edge-in-asia-recruitment-private-limited/12433472,Python Developer
DataScience,Brigosha Technologies Private Limit...,2,10,Bangalore,https://www.shine.com/jobs/datascience-permanent/brigosha-technologies-private-limited/12482881,Other
We need Corporate Mobility - Analyst - Data Analytics/R ...,Accenture,3,1,Bangalore,https://www.shine.com/jobs/we-need-corporate-mobility-analyst-data-analyticsreporting-permanent/accenture/12441761,Data Analyst
Urgent Hiring for Data Analyst,Prime Immigration LLP,5,1,"Australia+7United Arab Emirates, United Kingdom, Canada, Malaysia, Germany, Singapore, Hong Kong",https://www.shine.com/jobs/urgent-hiring-for-data-analyst-permanent/prime-immigration-llp/12462589,Data Analyst
Senior Engineer Consultant-Data Science,Verizon Data Services India Pvt.Ltd,7,1,Delhi,https://www.shine.com/jobs/senior-engineer-consultant-data-science-permanent/verizon-data-services-india-pvtltd/12445940,Data Engineer
Required for Python Developers,Gharondaa Advisors Private Limited,2,7,Noida,https://www.shine.com/jobs/required-for-python-developers-permanent/gharondaa-advisors-private-limited/12433511,Python Developer
Required for Python Developers,Gharondaa Advisors Private Limited,2,7,Noida,https://www.shine.com/jobs/required-for-python-developers-permanent/gharondaa-advisors-private-limited/12433509,Python Developer
 post for Python Developer,Gharondaa Advisors Private Limited,2,7,Noida,https://www.shine.com/jobs/job-post-for-python-developer-permanent/gharondaa-advisors-private-limited/12433507,Python Developer
 post for Python Developer,Gharondaa Advisors Private Limited,2,7,Noida,https://www.shine.com/jobs/job-post-for-python-developer-permanent/gharondaa-advisors-private-limited/12433506,Python Developer
 For Business Analyst -Reputed IT Industry,Seven Consultancy,3,1,Delhi,https://www.shine.com/jobs/jobs-for-business-analyst-reputed-it-industry-permanent/seven-consultancy/12497264,Business Analyst
ERP/CRM/SAP - SAP BODS  Consultant,VEGA Intellisoft Private Limited,5,1,Bangalore,https://www.shine.com/jobs/erpcrmsap-sap-bods-consultant-permanent/vega-intellisoft-private-limited/12517654,Other
Compliance Business Analyst,Bnp Paribas,3,1,Mumbai City,https://www.shine.com/jobs/compliance-business-analyst-permanent/bnp-paribas/12463841,Business Analyst
Machine Learning,GlobalLogic Technologies Pvt Ltd,5,1,Gurugram,https://www.shine.com/jobs/machine-learning-permanent/globallogic-technologies-pvt-ltd/12500144,Other
Senior Engineer Consultant-Data Science,Verizon Data Services India Pvt.Ltd,7,1,Delhi,https://www.shine.com/jobs/senior-engineer-consultant-data-science-permanent/verizon-data-services-india-pvtltd/12445943,Data Engineer
Site Reliability Engineer II,JPMorgan,3,1,Hyderabad,https://www.shine.com/jobs/site-reliability-engineer-ii-permanent/jpmorgan/12512251,Data Engineer
"Team Leader, Strategic Vendor Engagement & Analytics",Northern Trust,7,1,Bangalore,https://www.shine.com/jobs/team-leader-strategic-vendor-engagement-analytics-permanent/northern-trust/12497831,Data Analyst
Senior Analyst,Barclays Shared Services Pvt. Ltd,5,1,Chennai,https://www.shine.com/jobs/senior-analyst-permanent/barclays-shared-services-pvt-ltd/12500331,Data Analyst
Data Management Analyst - Digital Tooling,JPMorgan,3,1,Hyderabad,https://www.shine.com/jobs/data-management-analyst-digital-tooling-permanent/jpmorgan/12448008,Data Analyst
Data Warehouse Manager Hiring For Abroad Location,Cloud Visa Immigration LLP,2,70,"United States of America+3Canada, Japan, New Zealand",https://www.shine.com/jobs/data-warehouse-manager-hiring-for-abroad-location-permanent/cloud-visa-immigration-llp/12486574,Other
Client Data Associate I,JPMorgan,6,1,Bangalore,https://www.shine.com/jobs/client-data-associate-i-permanent/jpmorgan/12514227,Other
Jumbotail - Business Analyst,Jumbotail Technologies Private Limi...,1,1,Bangalore,https://www.shine.com/jobs/jumbotail-business-analyst-permanent/jumbotail-technologies-private-limited/12496250,Business Analyst
 for Senior AI Developer-Reputed IT Industry,Seven Consultancy,4,1,Chennai,https://www.shine.com/jobs/jobs-for-senior-ai-developer-reputed-it-industry-permanent/seven-consultancy/12498125,Other
AVP - Finance - FinTech - CA (3-4 yrs),Unnati,3,1,Bangalore+1Delhi,https://www.shine.com/jobs/avp-finance-fintech-ca-3-4-yrs-permanent/unnati/12518159,Other
Recruitment for Analytics Senior Analyst - Data Managem ...,Accenture,5,1,Hyderabad,https://www.shine.com/jobs/recruitment-for-analytics-senior-analyst-data-management-permanent/accenture/12442266,Data Analyst
We have opening AI Research Scientist-reputed,Seven Consultancy,1,1,Hyderabad,https://www.shine.com/jobs/we-have-opening-ai-research-scientist-reputed-permanent/seven-consultancy/12493474,Data Scientist
Scienaptic - Lead Data Scientist,Scienaptic Systems (India),7,1,Bangalore,https://www.shine.com/jobs/scienaptic-lead-data-scientist-permanent/scienaptic-systems-india/12339293,Data Scientist
Junior Engineering Manager,Sunil Kumar Hiring For ShineQA,6,10,"Bangalore+4Chennai, Hyderabad, Gurugram, Delhi",https://www.shine.com/jobs/junior-engineering-manager-permanent/sunil-kumar/12499117,Data Engineer
Sales Development Manager,Sunil Kumar Hiring For ShineQA,6,10,"Bangalore+4Chennai, Hyderabad, Gurugram, Delhi",https://www.shine.com/jobs/sales-development-manager-work-from-home/sunil-kumar/12499099,Other
Urgent Applicants for Python Software Engineer III,JPMorgan,3,1,Bangalore,https://www.shine.com/jobs/urgent-applicants-for-python-software-engineer-iii-permanent/jpmorgan/12447348,Data Engineer
Analyst - Data Science,NuWare Systems LLP,3,1,Bangalore,https://www.shine.com/jobs/analyst-data-science-permanent/nuware-systems-llp/12397930,Data Analyst
Pyspark Developer,GlobalLogic Technologies Pvt Ltd,3,1,Noida,https://www.shine.com/jobs/pyspark-developer-permanent/globallogic-technologies-pvt-ltd/12498687,Other
Senior Automation Engineer,Target Corporation India Pvt Ltd,1,1,Hyderabad,https://www.shine.com/jobs/senior-automation-engineer-permanent/target-corporation-india-pvt-ltd/12503070,Data Engineer
Require  For Senior Machine Learning Engineer-Reputed I ...,Seven Consultancy,4,1,Delhi,https://www.shine.com/jobs/require-for-senior-machine-learning-engineer-reputed-it-industry-permanent/seven-consultancy/12500315,Data Engineer
Head - Data Science - FinTech,Michael Page,1,1,Bangalore,https://www.shine.com/jobs/head-data-science-fintech-permanent/michael-page/12428593,Other
 for Senior Blockchain Developer-Reputed IT Industry,Seven Consultancy,4,1,Chennai,https://www.shine.com/jobs/jobs-for-senior-blockchain-developer-reputed-it-industry-permanent/seven-consultancy/12498121,Other
Module Lead - Python,Foursis Technical Solution,5,1,Indore,https://www.shine.com/jobs/module-lead-python-permanent/foursis-technical-solution/12459010,Python Developer
Senior Manager - Sales Analytics (Data Labs),HDFC Standard Life Insurance Compan...,6,1,Mumbai City,https://www.shine.com/jobs/senior-manager-sales-analytics-data-labs-permanent/hdfc-standard-life-insurance-company/12475385,Data Analyst
Vacancy for Software Engineer-Reputed Cloud Industry-Ba ...,Seven Consultancy,2,1,Bangalore,https://www.shine.com/jobs/vacancy-for-software-engineer-reputed-cloud-industry-bangalore-permanent/seven-consultancy/12498174,Data Engineer
Python Developer - Distributed Systems,The People Specialist,5,1,Bangalore,https://www.shine.com/jobs/python-developer-distributed-systems-permanent/the-people-specialist/12349486,Python Developer
Sr Python Fullstack Developer,Siemens Limited,0,1,Bangalore+1Germany,https://www.shine.com/jobs/sr-python-fullstack-developer-permanent/siemens-limited/12446061,Python Developer
"Vacancy for Applied Scientist II, Alexa Sensitive Conte ...",Amazon,3,1,Bangalore,https://www.shine.com/jobs/vacancy-for-applied-scientist-ii-alexa-sensitive-content-intelligence-permanent/amazon/12473916,Data Scientist
Software Engineer,NTECH IT SOLUTIONS PRIVATE LIMITED,3,5,Bangalore,https://www.shine.com/jobs/software-engineer-permanent/ntech-it-solutions-private-limited/12473049,Data Engineer
Databricks Unified Analytics Platform Data Platform Eng ...,Accenture,2,1,Bangalore,https://www.shine.com/jobs/databricks-unified-analytics-platform-data-platform-engineer-permanent/accenture/12447691,Data Analyst
Posting for Software Engineer III - Big Data,JPMorgan,6,1,Mumbai City,https://www.shine.com/jobs/posting-for-software-engineer-iii-big-data-permanent/jpmorgan/12462005,Data Engineer
Backend- Software Development Engineer I,Talentbes Executive Search,3,1,Pune,https://www.shine.com/jobs/backend-software-development-engineer-i-permanent/talentbes-executive-search/12487571,Data Engineer
Cyber and Information Security Analyst,Barclays Shared Services Pvt. Ltd,3,1,Bangalore+1Chennai,https://www.shine.com/jobs/cyber-and-information-security-analyst-permanent/barclays-shared-services-pvt-ltd/12503537,Data Analyst
Need now Data Architects,Mukul Consultants India Pvt Ltd,3,1,Pune,https://www.shine.com/jobs/need-now-data-architects-permanent/mukul-consultants-india-pvt-ltd/12465049,Other
Posting apply for  Officer (Tax Intmd. Analyst - C11),Citibank India.,2,1,Mumbai City,https://www.shine.com/jobs/posting-apply-for-officer-tax-intmd-analyst-c-permanent/citibank-india/12466147,Data Analyst
Senior Data Engineer,KOKO Networks Limited,3,1,Pune,https://www.shine.com/jobs/senior-data-engineer-permanent/koko-networks-limited/12398818,Data Engineer
Req. Post for  Full stack developer,Bosch Group,1,1,Bangalore,https://www.shine.com/jobs/req-post-for-full-stack-developer-permanent/bosch-group/12499406,Other
 for Sr. Blockchain Developer (Ethereum)-Reputed IT Ind ...,Seven Consultancy,3,1,Chennai,https://www.shine.com/jobs/jobs-for-sr-blockchain-developer-ethereum-reputed-it-industry-permanent/seven-consultancy/12498086,Other
Data Engineer - Hadoop/Big Data Technologies,Logic Planet,4,1,Pune,https://www.shine.com/jobs/data-engineer-hadoopbig-data-technologies-permanent/logic-planet/12355992,Data Engineer
We'll need for Asset Servicing Analyst 1 - C09,Citibank India.,2,1,Pune,https://www.shine.com/jobs/well-need-for-asset-servicing-analyst-1-c-permanent/citibank-india/12476805,Data Analyst
Crm Developer,PRO CAREER IGNITION HR CONSULTANCY ...,5,2,Thane,https://www.shine.com/jobs/crm-developer-permanent/pro-career-ignition-hr-consultancy-training-services/12479055,Other
Risk Assurance Digital Risk Solutions Technology_,PricewaterhouseCoopers (PWC),3,1,Bangalore,https://www.shine.com/jobs/risk-assurance-digital-risk-solutions-technology-permanent/pricewaterhousecoopers-pwc/12498296,Other
Sr Software Developer,Birlasoft (India) Limited,1,1,Noida,https://www.shine.com/jobs/sr-software-developer-permanent/birlasoft-india-limited/12501776,Other
Immediate Hiring for Senior Lead Software Engineer,JPMorgan,3,1,Hyderabad,https://www.shine.com/jobs/immediate-hiring-for-senior-lead-software-engineer-permanent/jpmorgan/12512772,Data Engineer
Apply for Java Developer - Python/PostgreSQL,qBotica,3,1,Chennai,https://www.shine.com/jobs/apply-for-java-developer-pythonpostgresql-permanent/qbotica/12450024,Python Developer
Senior Embedded Software Developer 2023,Bosch Group,2,1,Coimbatore,https://www.shine.com/jobs/senior-embedded-software-developer-permanent/bosch-group/12498754,Other
FRTB Analyst,Barclays Shared Services Pvt. Ltd,3,1,Pune,https://www.shine.com/jobs/frtb-analyst-permanent/barclays-shared-services-pvt-ltd/12501066,Data Analyst
Looker Developer,Arminus,4,1,"Bangalore+3Chennai, Hyderabad, Mumbai City",https://www.shine.com/jobs/looker-developer-permanent/arminus/12515831,Other
Req. for now  Management Analyst-Data Maintenance,Accenture,3,1,Chennai,https://www.shine.com/jobs/req-for-now-management-analyst-data-maintenance-permanent/accenture/12439928,Data Analyst
"We Recruit Analyst, Data Analysis",Standard Chartered Bank Ltd,2,1,Mumbai City,https://www.shine.com/jobs/we-recruit-analyst-data-analysis-permanent/standard-chartered-bank-ltd/12447834,Data Analyst
Req. for now  Analytics Analyst - Data Management,Accenture,3,1,Hyderabad,https://www.shine.com/jobs/req-for-now-analytics-analyst-data-management-permanent/accenture/12439802,Data Analyst
Data Engineer,Skyleaf Consultants,5,1,"Bangalore+6Chennai, Hyderabad, Kolkata, Pune, Mumbai City, Delhi",https://www.shine.com/jobs/data-engineer-permanent/skyleaf-consultants/12474133,Data Engineer
GFT Finance UI_UX_Designer_Officer,Citibank India.,3,1,Pune,https://www.shine.com/jobs/gft-finance-ui-ux-designer-officer-permanent/citibank-india/12515461,Other
Software Engineer II - Hyderabad Immediate hiring for,JPMorgan,5,1,Hyderabad,https://www.shine.com/jobs/software-engineer-ii-hyderabad-immediate-hiring-for-permanent/jpmorgan/12512638,Data Engineer
Vacant For  Senior Quality Engineer,Apple Inc.,5,1,Hyderabad,https://www.shine.com/jobs/vacant-for-senior-quality-engineer-permanent/apple-inc/12469944,Data Engineer
"Looking for Software Engineer(Manual tester,testing dom ...","Cisco Systems, Inc.",5,1,Bangalore,https://www.shine.com/jobs/looking-for-software-engineermanual-testertesting-domain-permanent/cisco-systems-inc/12501912,Data Engineer
Required Python Software Engineer,JPMorgan,3,1,Mumbai City,https://www.shine.com/jobs/required-python-software-engineer-permanent/jpmorgan/12445101,Data Engineer
Engineer II - Application Support,Verizon Data Services India Pvt.Ltd,2,1,Chennai,https://www.shine.com/jobs/engineer-ii-application-support-permanent/verizon-data-services-india-pvtltd/12499155,Data Engineer
Python Developer- Automation anywhere,Orcapod Consulting Services Pvt. Lt...,5,1,Gurugram,https://www.shine.com/jobs/python-developer-automation-anywhere-permanent/orcapod-consulting-services-pvt-ltd/12466979,Python Developer
"Lead Software Engineer - .Net Core, React/Angular, AWS  ...",JPMorgan,5,1,Bangalore,https://www.shine.com/jobs/lead-software-engineer-net-core-reactangular-aws-immediate-hiring-permanent/jpmorgan/12512640,Data Engineer
