Job Title,Company Name,Exp,Number of opening,Location,Link,Job Category
Full Stack Python Developer - Django,Multirecruit,7,1,Bangalore,https://www.shine.com/jobs/full-stack-python-developer-django-permanent/multirecruit/12427681,Python Developer
Software Engineer II -Data Engineer,JPMorgan,5,1,Hyderabad,https://www.shine.com/jobs/software-engineer-ii-data-engineer-permanent/jpmorgan/12421312,Data Engineer
Lending Pricing- Associate,JPMorgan,7,1,Mumbai City,https://www.shine.com/jobs/lending-pricing-associate-permanent/jpmorgan/12514309,Other
Data Analyst,Orcapod Consulting Services Pvt. Lt...,2,1,Bangalore+1Mumbai City,https://www.shine.com/jobs/data-analyst-permanent/orcapod-consulting-services-pvt-ltd/12441719,Data Analyst
Data Engineer - Senior Software Engineer,Paytm,4,1,Bangalore,https://www.shine.com/jobs/data-engineer-senior-software-engineer-permanent/paytm/12444869,Data Engineer
Senior Data Analyst,Planet Spark,3,1,Gurugram,https://www.shine.com/jobs/senior-data-analyst-permanent/planet-spark/12441329,Data Analyst
"Senior Associate, Data Engineer, Middle Office Technolo ...",DBS Asia Hub 2,7,1,Hyderabad,https://www.shine.com/jobs/senior-associate-data-engineer-middle-office-technology-permanent/dbs-asia-hub-2/12451004,Data Engineer
Data Analyst,Barclays Shared Services Pvt. Ltd,2,1,Pune,https://www.shine.com/jobs/data-analyst-permanent/barclays-shared-services-pvt-ltd/12451406,Data Analyst
Apply for Lead Data Engineer,Recruise India Consulting Pvt Ltd,9,1,Bangalore,https://www.shine.com/jobs/apply-for-lead-data-engineer-permanent/recruise-india-consulting-pvt-ltd/12436110,Data Engineer
Data Analyst (MIS Executive) - Rajkot,Foursis Technical Solution,2,1,Rajkot,https://www.shine.com/jobs/data-analyst-mis-executive-rajkot-permanent/foursis-technical-solution/12451467,Data Analyst
Research Associate/Data Analyst/Business Analyst,Magic Bus India,2,1,Mumbai City,https://www.shine.com/jobs/research-associatedata-analystbusiness-analyst-permanent/magic-bus-india/12428487,Business Analyst
Investment Performance Senior Analyst,Citibank India.,5,1,Chennai,https://www.shine.com/jobs/investment-performance-senior-analyst-permanent/citibank-india/12515389,Data Analyst
Growth Management - Assistant General Manager - UPI (On ...,Paytm,6,1,Noida,https://www.shine.com/jobs/growth-management-assistant-general-manager-upi-onboarding-permanent/paytm/12512879,Other
Azure Data Bricks Engineer - Data Pipeline/Synapse Anal ...,Snapminds Technology,5,1,Hyderabad,https://www.shine.com/jobs/azure-data-bricks-engineer-data-pipelinesynapse-analytics-permanent/snapminds-technology/12454244,Data Engineer
Big Data Engineer,IBM India Pvt. Limited,6,1,Kolkata,https://www.shine.com/jobs/big-data-engineer-permanent/ibm-india-pvt-limited/12453272,Data Engineer
Digital Twin MO Python Developer,Mercede,7,1,Bangalore,https://www.shine.com/jobs/digital-twin-mo-python-developer-permanent/mercede/12424679,Python Developer
Data Governance Senior Analyst,Citibank India.,5,1,Hyderabad,https://www.shine.com/jobs/data-governance-senior-analyst-permanent/citibank-india/12494510,Data Analyst
Java Programmer,QUISCON BIOTECH,0,10,Not Defined,https://www.shine.com/jobs/java-programmer-permanent/quiscon-biotech/12514485,Other
Opening for Econolytics - Data Scientist,Econolytics,5,1,Bangalore,https://www.shine.com/jobs/opening-for-econolytics-data-scientist-permanent/econolytics/12402602,Data Scientist
Recruiting for Trade Processing Analyst,Citibank India.,1,1,Hyderabad,https://www.shine.com/jobs/recruiting-for-trade-processing-analyst-permanent/citibank-india/12502347,Data Analyst
Recruiting for Automation Sr. Analyst (C12) - Hybrid,Citibank India.,3,1,Hyderabad,https://www.shine.com/jobs/recruiting-for-automation-sr-analyst-c-hybrid-permanent/citibank-india/12502345,Data Analyst
Data Analyst,Gharondaa Advisors Private Limited,1,2,Noida+1Pune,https://www.shine.com/jobs/data-analyst-permanent/gharondaa-advisors-private-limited/12432199,Data Analyst
Peopletech - Data Engineer,Peopletech,6,1,Hyderabad,https://www.shine.com/jobs/peopletech-data-engineer-permanent/peopletech/12427694,Data Engineer
- Data Governance - Senior Associate,PricewaterhouseCoopers (PWC),3,1,Bangalore,https://www.shine.com/jobs/data-governance-senior-associate-permanent/pricewaterhousecoopers-pwc/12499747,Other
Senior Executive - Data Analyst - FMCG,PageGroup,3,1,Bangalore,https://www.shine.com/jobs/senior-executive-data-analyst-fmcg-permanent/pagegroup/12442925,Data Analyst
Require  for Data Scientist,Skyleaf Consultants,3,18,Bangalore+1Gurugram,https://www.shine.com/jobs/require-job-for-data-scientist-permanent/skyleaf-consultants/12425623,Data Scientist
Dy. Manager/ Asst Manager Data Analyst,Bosch Group,7,1,Nashik,https://www.shine.com/jobs/dy-manager-asst-manager-data-analyst-permanent/bosch-group/12444965,Data Analyst
"Technical Lead Big Data ( Java, Pyhton, Scala, NoSql)",Augusta Infotech,6,1,Bangalore,https://www.shine.com/jobs/technical-lead-big-data-java-pyhton-scala-nosql-permanent/augusta-infotech/12500442,Other
Data Engineer Enterprise Content Management,IBM India Pvt. Limited,7,1,Bangalore,https://www.shine.com/jobs/data-engineer-enterprise-content-management-permanent/ibm-india-pvt-limited/12434357,Data Engineer
Data Analyst,Right Advisors Private Limited,1,1,Chennai,https://www.shine.com/jobs/data-analyst-permanent/right-advisors-private-limited/12421845,Data Analyst
Data Analyst,Right Advisors Private Limited,1,1,Hyderabad,https://www.shine.com/jobs/data-analyst-permanent/right-advisors-private-limited/12421837,Data Analyst
Django Backend Developer,IBM India Pvt. Limited,2,1,Ahmedabad,https://www.shine.com/jobs/django-backend-developer-permanent/ibm-india-pvt-limited/12513477,Other
Data Analyst,Right Advisors Private Limited,1,1,Other Maharashtra,https://www.shine.com/jobs/data-analyst-permanent/right-advisors-private-limited/12421857,Data Analyst
Data Analyst,Right Advisors Private Limited,1,1,Kolar,https://www.shine.com/jobs/data-analyst-permanent/right-advisors-private-limited/12421849,Data Analyst
Data Engineer,GFL RECRUITMENT PRIVATE LIMITED,0,1,Not Defined,https://www.shine.com/jobs/data-engineer-permanent/gfl-recruitment-private-limited/12432380,Data Engineer
Data Scientist - Data Mining,Huquo,3,1,Bangalore,https://www.shine.com/jobs/data-scientist-data-mining-permanent/huquo/12374008,Data Scientist
Hire now Python / Django Developer,T & A Solutions,2,1,Delhi,https://www.shine.com/jobs/hire-now-python-django-developer-permanent/t-a-solutions/12493232,Python Developer
Data Analyst,Right Advisors Private Limited,1,1,Bangalore,https://www.shine.com/jobs/data-analyst-permanent/right-advisors-private-limited/12421843,Data Analyst
Data Analyst Internship at Pune,MAXGEN TECHNOLOGIES PRIVATE LIMITED,0,10,Not Defined,https://www.shine.com/jobs/data-analyst-internship-at-pune-internship/maxgen-technologies-private-limited/12432729,Data Analyst
Lead/Senior Data Analyst - Internet/Online,YOUTH4 TALENT SOLUTIONS,4,1,Bangalore,https://www.shine.com/jobs/leadsenior-data-analyst-internetonline-permanent/youth4-talent-solutions/12443740,Data Analyst
Data Analyst,Prime Immigration LLP,5,1,"Australia+8United Arab Emirates, United Kingdom, Canada, Malaysia, Germany, Malta, Singapore, Hong Kong",https://www.shine.com/jobs/data-analyst-permanent/prime-immigration-llp/12433220,Data Analyst
Quant Analytics Associate Sr,JPMorgan,8,1,Mumbai City,https://www.shine.com/jobs/quant-analytics-associate-sr-permanent/jpmorgan/12513940,Data Analyst
Senior Data Scientist - Research & Development Team,PageGroup,7,1,Bangalore,https://www.shine.com/jobs/senior-data-scientist-research-development-team-permanent/pagegroup/12440962,Data Scientist
Hiring Data Engineers For a Tech Company,Acura solutions,0,1,Not Defined,https://www.shine.com/jobs/hiring-data-engineers-for-a-tech-company-permanent/acura-solutions/12425308,Data Engineer
 For Head Data Science -Reputed IT Industry,Seven Consultancy,1,1,Bangalore,https://www.shine.com/jobs/jobs-for-head-data-science-reputed-it-industry-permanent/seven-consultancy/12494959,Other
Analyst RFT Data Operations,Barclays Shared Services Pvt. Ltd,3,1,Chennai+1Noida,https://www.shine.com/jobs/analyst-rft-data-operations-permanent/barclays-shared-services-pvt-ltd/12501698,Data Analyst
Join for  Head Data Science,Seven Consultancy,1,1,Mumbai City,https://www.shine.com/jobs/join-for-head-data-science-permanent/seven-consultancy/12494804,Other
IBM Sterling Commerce,Squircle IT Consulting Services Pvt...,3,1,Noida,https://www.shine.com/jobs/ibm-sterling-commerce-permanent/squircle-it-consulting-services-pvt-ltd/12507738,Other
Join Data Science Director-Reputed IT Industry,Seven Consultancy,4,1,Chennai,https://www.shine.com/jobs/join-data-science-director-reputed-it-industry-permanent/seven-consultancy/12494599,Other
BNM - Senior Business Analyst,Citibank India.,5,1,Pune,https://www.shine.com/jobs/bnm-senior-business-analyst-permanent/citibank-india/12517714,Business Analyst
 for  Data Scientist,Skyleaf Consultants,3,18,Bangalore+1Gurugram,https://www.shine.com/jobs/job-for-data-scientist-permanent/skyleaf-consultants/12423754,Data Scientist
urgent requirement for Data Scientist,Skyleaf Consultants,3,18,Bangalore+1Gurugram,https://www.shine.com/jobs/urgent-requirement-for-data-scientist-permanent/skyleaf-consultants/12423599,Data Scientist
Senior Data Analyst - R/Python - BFSI,HUQUO CONSULTING,3,1,Noida,https://www.shine.com/jobs/senior-data-analyst-rpython-bfsi-permanent/huquo-consulting/12426047,Data Analyst
Urgently required for  Data Scientist,Skyleaf Consultants,3,18,Bangalore+1Gurugram,https://www.shine.com/jobs/urgently-required-for-data-scientist-permanent/skyleaf-consultants/12423395,Data Scientist
urgent requirement  for Data Scientist,Skyleaf Consultants,3,18,Bangalore+1Gurugram,https://www.shine.com/jobs/urgent-requirement-for-data-scientist-permanent/skyleaf-consultants/12423357,Data Scientist
 for Data Scientist,Skyleaf Consultants,3,18,Bangalore+1Gurugram,https://www.shine.com/jobs/job-for-data-scientist-permanent/skyleaf-consultants/12423312,Data Scientist
Python Internship in Ahmedabad,MAXGEN TECHNOLOGIES PRIVATE LIMITED,0,10,Not Defined,https://www.shine.com/jobs/python-internship-in-ahmedabad-internship/maxgen-technologies-private-limited/12500846,Python Developer
Requirement for Sr. Application Developer - Python,NTT Global Delivery Services Limite...,3,1,Bangalore,https://www.shine.com/jobs/requirement-for-sr-application-developer-python-permanent/ntt-global-delivery-services-limited/12496423,Python Developer
 for Data Science Director-Reputed IT Industry,Seven Consultancy,7,1,Mumbai City,https://www.shine.com/jobs/jobs-for-data-science-director-reputed-it-industry-permanent/seven-consultancy/12494003,Other
| Opening for Cloud Infra Engineer | Exp 2 yr | Ahmedab ...,Florican Enterprises Pvt Ltd,2,2,Ahmedabad,https://www.shine.com/jobs/opening-for-cloud-infra-engineer-exp-2-yr-ahmedabad-permanent/florican-enterprises-pvt-ltd/12514748,Data Engineer
Software Developer,IBM India Pvt. Limited,2,1,Bangalore,https://www.shine.com/jobs/software-developer-permanent/ibm-india-pvt-limited/12513447,Other
Senior Data Analyst,IBM India Pvt. Limited,7,1,Bangalore,https://www.shine.com/jobs/senior-data-analyst-permanent/ibm-india-pvt-limited/12452953,Data Analyst
Work India - Data Analyst,Workindia,3,1,Bangalore,https://www.shine.com/jobs/work-india-data-analyst-permanent/workindia/12436059,Data Analyst
"Business Analyst, Other Hardlines",Amazon,2,1,Bangalore,https://www.shine.com/jobs/business-analyst-other-hardlines-permanent/amazon/12514156,Business Analyst
Data Scientist,Affine,1,1,Bangalore,https://www.shine.com/jobs/data-scientist-permanent/affine/12398941,Data Scientist
Software Engineer II Galaxy Developer,JPMorgan,2,1,Bangalore,https://www.shine.com/jobs/software-engineer-ii-galaxy-developer-permanent/jpmorgan/12514664,Data Engineer
Software Development Engineer II,InMobi,2,1,Bangalore,https://www.shine.com/jobs/software-development-engineer-ii-permanent/inmobi/12516606,Data Engineer
Data Engineer Sustainability,Clyent Technologies,4,6,Mohali,https://www.shine.com/jobs/data-engineer-sustainability-permanent/clyent-technologies/12440837,Data Engineer
Data Scientist - FinTech,Unnati,1,1,Gurugram+1Delhi,https://www.shine.com/jobs/data-scientist-fintech-permanent/unnati/12405361,Data Scientist
Data Engineer,NTECH IT SOLUTIONS PRIVATE LIMITED,6,5,Bangalore,https://www.shine.com/jobs/data-engineer-permanent/ntech-it-solutions-private-limited/12406073,Data Engineer
Medical Data Review Manager,Acura Solutions.,2,1,Bangalore+1Gurugram,https://www.shine.com/jobs/medical-data-review-manager-permanent/acura-solutions/12391616,Other
Urgent Openings For Quality Analyst,PES HR Services,4,2,Navi Mumbai+1Thane,https://www.shine.com/jobs/urgent-openings-for-quality-analyst-permanent/pes-hr-services/12379863,Data Analyst
Java/Python Software Engineer,JPMorgan,3,1,Bangalore,https://www.shine.com/jobs/javapython-software-engineer-permanent/jpmorgan/12462897,Data Engineer
Big Data Engineer - Manufacturing Systems & Infrastruct ...,Apple Inc.,5,1,Bangalore,https://www.shine.com/jobs/big-data-engineer-manufacturing-systems-infrastructure-permanent/apple-inc/12268133,Data Engineer
Senior Data Engineer-GCP,ZENFINET,5,10,All India,https://www.shine.com/jobs/senior-data-engineer-gcp-permanent/zenfinet/12427438,Data Engineer
Hiring For IT Trainer ( Python and Java ),DC Consultants,1,1,Thane,https://www.shine.com/jobs/hiring-for-it-trainer-python-and-java-permanent/dc-consultants/12429042,Python Developer
CLUSTER MANAGER- jalgaon,Lavya Associates HR Services Hiring...,4,1,Jalgaon,https://www.shine.com/jobs/cluster-manager-jalgaon-permanent/lavya-associates-hr-services/12504403,Other
CLUSTER MANAGER- kota,Lavya Associates HR Services Hiring...,4,1,Kota,https://www.shine.com/jobs/cluster-manager-kota-permanent/lavya-associates-hr-services/12504399,Other
CLUSTER MANAGER- morbhi,Lavya Associates HR Services Hiring...,4,1,Morigaon,https://www.shine.com/jobs/cluster-manager-morbhi-permanent/lavya-associates-hr-services/12504398,Other
CLUSTER MANAGER- nanded,Lavya Associates HR Services Hiring...,4,1,Nanded,https://www.shine.com/jobs/cluster-manager-nanded-permanent/lavya-associates-hr-services/12504396,Other
CLUSTER MANAGER- surat,Lavya Associates HR Services Hiring...,4,1,Surat,https://www.shine.com/jobs/cluster-manager-surat-permanent/lavya-associates-hr-services/12504393,Other
Engineer II - Application Support,Verizon Data Services India Pvt.Ltd,3,1,Chennai,https://www.shine.com/jobs/engineer-ii-application-support-permanent/verizon-data-services-india-pvtltd/12503499,Data Engineer
CLUSTER MANAGER- thane,Lavya Associates HR Services Hiring...,4,1,Thane,https://www.shine.com/jobs/cluster-manager-thane-permanent/lavya-associates-hr-services/12504391,Other
CLUSTER MANAGER- veraval,Lavya Associates HR Services Hiring...,4,1,Other Gujarat,https://www.shine.com/jobs/cluster-manager-veraval-permanent/lavya-associates-hr-services/12504389,Other
CLUSTER MANAGER- madhurai,Lavya Associates HR Services Hiring...,4,1,Madurai,https://www.shine.com/jobs/cluster-manager-madhurai-permanent/lavya-associates-hr-services/12504384,Other
CLUSTER MANAGER- ooty,Lavya Associates HR Services Hiring...,4,1,Ooty,https://www.shine.com/jobs/cluster-manager-ooty-permanent/lavya-associates-hr-services/12504374,Other
CLUSTER MANAGER- salem,Lavya Associates HR Services Hiring...,4,1,Salem,https://www.shine.com/jobs/cluster-manager-salem-permanent/lavya-associates-hr-services/12504371,Other
CLUSTER MANAGER- Tirupati,Lavya Associates HR Services Hiring...,4,1,Tirupati,https://www.shine.com/jobs/cluster-manager-tirupati-permanent/lavya-associates-hr-services/12504367,Other
CLUSTER MANAGER- vijaywada,Lavya Associates HR Services Hiring...,4,1,Vijayawada,https://www.shine.com/jobs/cluster-manager-vijaywada-permanent/lavya-associates-hr-services/12504358,Other
CLUSTER MANAGER- ambala,Lavya Associates HR Services Hiring...,4,1,Ambala,https://www.shine.com/jobs/cluster-manager-ambala-permanent/lavya-associates-hr-services/12504347,Other
Hired for Data Engineer,GFL RECRUITMENT PRIVATE LIMITED,0,1,Not Defined,https://www.shine.com/jobs/hired-for-data-engineer-permanent/gfl-recruitment-private-limited/12428572,Data Engineer
Data Engineer,V-Tech Data Outsourcing,0,99,"Cuttack+9Bangalore, Nellore, Hyderabad, Lucknow, Gurugram, Rishikesh, Mumbai City, Darjeeling, Jhansi",https://www.shine.com/jobs/data-engineer-work-from-home/v-tech-data-outsourcing/12426781,Data Engineer
Data & Analytics Platform Support Engineer,Schneider Electric,2,1,Bangalore,https://www.shine.com/jobs/data-analytics-platform-support-engineer-permanent/schneider-electric/12516706,Data Analyst
Consultant/Engagement Manager - Data Science - Pharma ( ...,ARA Resources Pvt Ltd,5,1,Bangalore,https://www.shine.com/jobs/consultantengagement-manager-data-science-pharma-5-8-yrs-permanent/ara-resources-pvt-ltd/12518227,Other
Require SAP Data Archiving Analyst on contract,Squircle IT Consulting Services Pvt...,5,1,Hyderabad,https://www.shine.com/jobs/require-sap-data-archiving-analyst-on-contract-permanent/squircle-it-consulting-services-pvt-ltd/12488216,Data Analyst
Sr. Data Engineer,Citibank India.,6,1,Pune,https://www.shine.com/jobs/sr-data-engineer-permanent/citibank-india/12424337,Data Engineer
Pricing Analyst II,Thermo Fisher Scientific India Pvt ...,2,1,Mumbai City,https://www.shine.com/jobs/pricing-analyst-ii-permanent/thermo-fisher-scientific-india-pvt-ltd/12514472,Data Analyst
Data Analyst - Finance Domain - FMCG,Phenom Placements,4,1,Mumbai City,https://www.shine.com/jobs/data-analyst-finance-domain-fmcg-permanent/phenom-placements/12435430,Data Analyst
We Will post for  Python_Developer,Bosch Group,2,1,Bangalore,https://www.shine.com/jobs/we-will-post-for-python-developer-permanent/bosch-group/12446734,Python Developer
"Principal Software Engineer (Python,Devops)",HERE,1,1,Bangalore+1Mumbai City,https://www.shine.com/jobs/principal-software-engineer-pythondevops-permanent/here/12466595,Data Engineer
Indifi - Data Scientist,Indifi,2,1,Gurugram,https://www.shine.com/jobs/indifi-data-scientist-permanent/indifi/12401605,Data Scientist
We have opening for Client Onboarding Business Analyst  ...,JPMorgan,1,1,Mumbai City,https://www.shine.com/jobs/we-have-opening-for-client-onboarding-business-analyst-reporting-analyst-vice-president-permanent/jpmorgan/12512222,Business Analyst
Web Development Internship at Ahmedabad,MAXGEN TECHNOLOGIES PRIVATE LIMITED,0,10,Not Defined,https://www.shine.com/jobs/web-development-internship-at-ahmedabad-internship/maxgen-technologies-private-limited/12512715,Other
Full-Stack Developer Associate - Data & Analytics Visua ...,Morgan Stanley Advantage Services P...,3,1,Mumbai City,https://www.shine.com/jobs/full-stack-developer-associate-data-analytics-visualization-specialist-permanent/morgan-stanley-advantage-services-pvt-ltd/12475537,Data Analyst
Lead Data Engineer (Azure),Vestas,5,1,Chennai,https://www.shine.com/jobs/lead-data-engineer-azure-permanent/vestas/12432970,Data Engineer
ML DevOps Engineer - Data Analytics Industry - Mumbai,Morpheus Human Consulting Pvt Ltd,4,1,Mumbai City,https://www.shine.com/jobs/ml-devops-engineer-data-analytics-industry-mumbai-permanent/morpheus-human-consulting-pvt-ltd/12433201,Data Analyst
Infrastructure Engineer Managed File Transfer Service C ...,JPMorgan,3,1,Bangalore,https://www.shine.com/jobs/infrastructure-engineer-managed-file-transfer-service-client-onboarding-permanent/jpmorgan/12515473,Data Engineer
IFRS9 Model Development/Model Validation Role - BFSI (5 ...,Techsist Solution Private Limited,5,1,Bangalore+1Delhi,https://www.shine.com/jobs/ifrs9-model-developmentmodel-validation-role-bfsi-5-yrs-permanent/techsist-solution-private-limited/12518027,Other
India HR & Talent Management Data Analyst,Alstom Transport India Ltd,2,1,Bangalore,https://www.shine.com/jobs/india-hr-talent-management-data-analyst-permanent/alstom-transport-india-ltd/12437747,Data Analyst
Chif Data Officer - Data Governance - BFSI,Edge In Asia Recruitment Private Li...,5,1,Mumbai City,https://www.shine.com/jobs/chif-data-officer-data-governance-bfsi-permanent/edge-in-asia-recruitment-private-limited/12515061,Other
Financial Planning and Analysis - Vice President,JPMorgan,2,1,Bangalore,https://www.shine.com/jobs/financial-planning-and-analysis-vice-president-permanent/jpmorgan/12512011,Data Analyst
Jr Developer(python),Busisol Sourcing India Pvt Ltd,3,1,Chennai,https://www.shine.com/jobs/jr-developerpython-permanent/busisol-sourcing-india-pvt-ltd/12507111,Python Developer
Require Finance Reference Data Analyst,JPMorgan,4,1,Bangalore,https://www.shine.com/jobs/require-finance-reference-data-analyst-permanent/jpmorgan/12442773,Data Analyst
Data Engineer,VEGA Intellisoft Private Limited,6,1,"Bangalore+4Chennai, Noida, Hyderabad, Thiruvanananthapuram",https://www.shine.com/jobs/data-engineer-permanent/vega-intellisoft-private-limited/12426202,Data Engineer
Udaan - Data Analyst,Udaan.com,2,1,Bangalore,https://www.shine.com/jobs/udaan-data-analyst-permanent/udaancom/12418824,Data Analyst
Data Scientist,TalentOne Consulting Pvt Ltd,8,2,Bangalore,https://www.shine.com/jobs/data-scientist-permanent/talentone-consulting-pvt-ltd/12389583,Data Scientist
Data Management Specialist,JPMorgan,3,1,Hyderabad,https://www.shine.com/jobs/data-management-specialist-permanent/jpmorgan/12516458,Other
CPU Verification,Quess Corp (Magna Infotech),3,5,Bangalore,https://www.shine.com/jobs/cpu-verification-contractual/quess-corp-magna-infotech/12504666,Other
Client Operations Analyst - Data Remediation,JPMorgan,2,1,Mumbai City,https://www.shine.com/jobs/client-operations-analyst-data-remediation-permanent/jpmorgan/12461937,Data Analyst
Senior Engineer - Data analytics,Mercede,4,1,Bangalore,https://www.shine.com/jobs/senior-engineer-data-analytics-permanent/mercede/12475746,Data Analyst
BCAI - Senior Data Engineer,Bosch Group,2,1,Bangalore,https://www.shine.com/jobs/bcai-senior-data-engineer-permanent/bosch-group/12446733,Data Engineer
CHATBOT DEVELOPER,Darsh Securities,2,10,"Jaipur+7Chennai, Noida, Gurugram, Kolkata, Pune, Mumbai City, Delhi",https://www.shine.com/jobs/chatbot-developer-work-from-home/darsh-securities/12495106,Other
"Research Analyst II, RBS ML Sciences Team",Amazon,3,1,Bangalore,https://www.shine.com/jobs/research-analyst-ii-rbs-ml-sciences-team-permanent/amazon/12515397,Data Analyst
Application Development - Big Data Engineer,Citibank India.,4,1,Other Maharashtra+1Chennai,https://www.shine.com/jobs/application-development-big-data-engineer-permanent/citibank-india/12440853,Data Engineer
Vacancy of Big Data Developer for Chandigarh,T & A Solutions,3,1,Chandigarh,https://www.shine.com/jobs/vacancy-of-big-data-developer-for-chandigarh-permanent/t-a-solutions/12489704,Other
Data Scientist - R/SQL/Python,Huquo,3,1,Gurugram,https://www.shine.com/jobs/data-scientist-rsqlpython-permanent/huquo/12364487,Data Scientist
Antuit - Lead Data Scientist,Antuit Holdings Pte. Ltd.,2,1,Bangalore,https://www.shine.com/jobs/antuit-lead-data-scientist-permanent/antuit-holdings-pte-ltd/12404529,Data Scientist
Urgent candidate for Data Engineer - Python/PySpark,Episeio Business Solutions,5,1,Bangalore,https://www.shine.com/jobs/urgent-candidate-for-data-engineer-pythonpyspark-permanent/episeio-business-solutions/12384451,Data Engineer
Data Scientist - Machine Learning,Ecosylantech Solutions Pvt. Ltd.,2,1,Bangalore,https://www.shine.com/jobs/data-scientist-machine-learning-permanent/ecosylantech-solutions-pvt-ltd/12370331,Data Scientist
Applications Development Programmer Analyst,Citibank India.,0,1,Chennai,https://www.shine.com/jobs/applications-development-programmer-analyst-permanent/citibank-india/12515931,Data Analyst
"Senior Principal Engineer,Data Residency",Atlassian,6,1,Bangalore,https://www.shine.com/jobs/senior-principal-engineerdata-residency-permanent/atlassian/12480455,Data Engineer
Principle Engineer-Data Engineering,Verizon Data Services India Pvt.Ltd,7,1,Delhi,https://www.shine.com/jobs/principle-engineer-data-engineering-permanent/verizon-data-services-india-pvtltd/12445945,Data Engineer
Senior Data Operations Engineer,Servian,5,1,Bangalore,https://www.shine.com/jobs/senior-data-operations-engineer-permanent/servian/12479724,Data Engineer
Java/Python Software Engineer III,JPMorgan,3,1,Hyderabad,https://www.shine.com/jobs/javapython-software-engineer-iii-permanent/jpmorgan/12478893,Data Engineer
Business Intelligence / Data Visualization Developer  D ...,Morpheus Human Consulting Pvt Ltd,2,1,Mumbai City,https://www.shine.com/jobs/business-intelligence-data-visualization-developer-data-analytics-industry-permanent/morpheus-human-consulting-pvt-ltd/12487291,Other
Senior Manager/Lead - Data Scientist - FMCG,Michael Page,7,1,Bangalore,https://www.shine.com/jobs/senior-managerlead-data-scientist-fmcg-permanent/michael-page/12418049,Data Scientist
Data Scientist,Mercede,2,1,Bangalore,https://www.shine.com/jobs/data-scientist-permanent/mercede/12392627,Data Scientist
We have opening for Analyst Knowledge Services,Infosys Limited,1,1,Pune,https://www.shine.com/jobs/we-have-opening-for-analyst-knowledge-services-permanent/infosys-limited/12505269,Data Analyst
Python / Django Developer,T & A Solutions,0,1,Gurugram,https://www.shine.com/jobs/python-django-developer-permanent/t-a-solutions/12487902,Python Developer
Lead Data Scientist - Deep learning,Ally eXecutive HR,1,1,Bangalore,https://www.shine.com/jobs/lead-data-scientist-deep-learning-permanent/ally-executive-hr/12398726,Data Scientist
IT Business Intmd Analyst - C11,Citibank India.,2,1,Hyderabad,https://www.shine.com/jobs/it-business-intmd-analyst-c-permanent/citibank-india/12499209,Data Analyst
Asset Servicing Analyst (Hybrid),Citibank India.,2,1,Hyderabad,https://www.shine.com/jobs/asset-servicing-analyst-hybrid-permanent/citibank-india/12499221,Data Analyst
Senior Data Scientist - Recommenders System,FIDIUS Advisory,7,1,Bangalore,https://www.shine.com/jobs/senior-data-scientist-recommenders-system-permanent/fidius-advisory/12411912,Data Scientist
Data Engineer,WEN Women Entrepreneur Network,4,1,Bangalore,https://www.shine.com/jobs/data-engineer-permanent/wen-women-entrepreneur-network/12437314,Data Engineer
Software Engineer III- Automation,JPMorgan,3,1,Bangalore,https://www.shine.com/jobs/software-engineer-iii-automation-permanent/jpmorgan/12513937,Data Engineer
Data Analyst - Big Data/Python,Emproto Technologies,3,1,"Bangalore+3Chennai, Hyderabad, Kolkata",https://www.shine.com/jobs/data-analyst-big-datapython-permanent/emproto-technologies/12358242,Data Analyst
Python Developer,Axycube Solutions Pvt. Ltd.,2,1,Bangalore,https://www.shine.com/jobs/python-developer-permanent/axycube-solutions-pvt-ltd/12402250,Python Developer
Data Engineer,Tata Consultancy Services Limited (...,3,1,Chennai,https://www.shine.com/jobs/data-engineer-permanent/tata-consultancy-services-limited-tcs/12396671,Data Engineer
Urgent opening for Data Analyst,Genius Consultants Limited,3,1,Mumbai City,https://www.shine.com/jobs/urgent-opening-for-data-analyst-permanent/genius-consultants-limited/12421452,Data Analyst
Immediate Requirement for Senior Lead Software Engineer ...,JPMorgan,1,1,Bangalore,https://www.shine.com/jobs/immediate-requirement-for-senior-lead-software-engineer-vp-cloud-architect-permanent/jpmorgan/12515051,Data Engineer
"Immediate hiring for  Executive Director, Data Domain A ...",JPMorgan,7,1,Hyderabad,https://www.shine.com/jobs/immediate-hiring-for-executive-director-data-domain-architect-permanent/jpmorgan/12512123,Other
We need Senior Data Analyst,Standard Chartered Bank Ltd,3,1,Mumbai City,https://www.shine.com/jobs/we-need-senior-data-analyst-permanent/standard-chartered-bank-ltd/12443734,Data Analyst
We'll hired for Python FS Developer,CSS Corp Pvt Ltd,2,1,Chennai,https://www.shine.com/jobs/well-hired-for-python-fs-developer-permanent/css-corp-pvt-ltd/12475368,Python Developer
 for Head of Data Science - InMobi Ads Platform,InMobi,7,1,"Bangalore+2Mumbai City, Delhi",https://www.shine.com/jobs/job-for-head-of-data-science-inmobi-ads-platform-permanent/inmobi/12451135,Other
HIRING FOR THE CR/RTC-IN Data Scientist/ Senior Data Sc ...,Bosch Group,3,1,Bangalore,https://www.shine.com/jobs/hiring-for-the-crrtc-in-data-scientist-senior-data-scientist-permanent/bosch-group/12392585,Data Scientist
